gs.tpl1.1,growthForm,vesselSize,vesselNumber
Chaenomeles speciosa,NA,0.000415476,262
Erythroxylum pacificum,NA,0.000804248,262
Garrya wrightii,S,0.000314159,263
Mespilus germanica,T,0.00090792,264
Rhododendron barbatum,NA,0.000757909,264
Sarcopoterium spinosum,S,0.001304154,266
Oligarrhena micrantha,NA,0.000153938,267
Platytheca juniperina,NA,0.000415476,267
Malus spectabilis,NA,0.000706858,268
Needhamiella pumilio,NA,7.85E-05,268
Sorbus commixta,NA,0.000452389,268
Malus mandshurica,NA,0.000804248,270
Xanthostachya aspera,NA,0.000706858,270
Syringa tomentella,NA,0.001590431,270
Acanthocereus tetragonus,NA,0.000611362,271
Pyrus ussuriensis,NA,0.000754768,272
Lonicera chamissoi,NA,0.001590431,275
Lonicera chrysantha,S,0.000706858,275
Lonicera demissa,NA,0.000706858,275
Camellia brevistyla,NA,0.000962113,280
Cistus salviifolius,S,0.000855299,280
Apterosperma oblata,NA,0.000706858,282
Gaultheria strigosa,NA,0.000380918,283.5
Garrya veatchii,NA,0.000415476,286
Diabelia spathulata,NA,0.000804248,287
Coleogyne ramosissima,S,0.000490874,288
Prunus cerasifera,NA,0.000855299,288
Prunus holosericea,NA,0.000706858,288
Amelanchier sinica,NA,0.000572555,290
Ligustrum delavayanum,NA,0.000314159,290
Diabelia serrata,NA,0.000706858,292
Malus baccata,NA,0.00066052,293
Betula pubescens,S_T,0.000489543,293.2
Rhododendron arboreum,S_T,0.000814065,294
Corokia cotoneaster,S,0.00024453,300
Crataegus rhipidophylla,NA,0.001256637,300
Eucommia ulmoides,NA,0.000615752,300
Crataegus aurantia,NA,0.000572555,304
Rhododendron cinnabarinum,NA,0.000530929,309
Sorbus foliolosa,NA,0.00090792,310
Agarista pulchella,NA,0.000380133,312
Prinsepia sinensis,NA,0.000490874,313
Illicium parviflorum,S,0.001134115,317
Dracophyllum palustre,S,0.000201062,318
Amelanchier ovalis,S,0.000490874,320
Rhododendron campanulatum,NA,0.000728064,320
Pieris japonica,S,0.000240725,321
Pelargonium abrotanifolium,NA,0.000452389,326
Sorbus tianschanica,NA,0.000754768,327
Chamaebatia australis,NA,0.000490874,328
Abelia dielsii,NA,0.00115375,331
Rhododendron grande,NA,0.000254469,331
Euonymus tingens,NA,0.000452389,334
Malus yunnanensis,NA,0.00066052,336
Sorbus aucuparia,T,0.001520531,337
Gaultheria eriophylla,NA,0.000314159,338
Pyrus betulifolia,S,0.000572555,340
Cotoneaster microphyllus,NA,0.000572555,342
Rosa xanthina,S,0.000283529,343
Cotoneaster granatensis,NA,0.000415476,345
Rhododendron thomsonii,NA,0.000380133,346
Gaultheria mucronata,NA,0.000208131,346.5
Rhododendron falconeri,NA,0.000494015,359.5
Lyonia lucida,S,0.000380133,360
Syringa pubescens,NA,0.000314159,360
Richea pandanifolia,NA,0.000452389,361
Rhododendron lindleyi,NA,0.000254469,363
Prionotes cerinthoides,NA,0.000188888,366.5
Sorbus ursina,NA,0.000615752,370
Camellia japonica,T,0.000706858,373
Spiraea salicifolia,S,0.000491659,376.5
Monotoca tamariscina,NA,0.000283529,378
Gaultheria leschenaultii,NA,0.000380133,379
Crataegus pycnoloba,NA,0.000706858,384
Rhododendron hodgsonii,NA,0.000556455,386
Abelia biflora,NA,0.002375829,389
Rhododendron wightii,NA,0.000314159,390
Betula pendula,S_T,0.000774795,393
Richea dracophylla,NA,0.000113097,396
Rhododendron hookeri,NA,0.000415476,397
Syringa oblata,S,0.000804248,397
Rhododendron dalhousieae,NA,0.000349502,398
Gaultheria shallon,S,0.000380918,399.5
Richea continentis,NA,0.000201062,401
Cereus repandus,NA,0.00082448,405
Argemone fruticosa,NA,0.00022698,412
Rhododendron campylocarpum,NA,0.000346361,418
Photinia davidiana,T,0.000380133,419
Cotoneaster integerrimus,S,0.000490874,420
Dracophyllum longifolium,S,0.000239546,421.5
Platytheca verticillata,NA,0.000490874,425
Rhododendron camelliiflorum,NA,0.000346361,425
Sprengelia sprengelioides,NA,0.000176715,448
Rhododendron griffithianum,NA,0.000415476,450
Sibbaldia procumbens,H,0.000314159,450
Crataegus oresbia,NA,0.000572555,456
Andersonia sprengelioides,NA,0.000113097,458
Peraphyllum ramosissimum,NA,0.000314159,460
Prunus triloba,NA,0.000754768,465
Rhododendron lanatum,NA,0.000314159,469
Euonymus sanguineus,NA,0.000283529,470
Euonymus fimbriatus,NA,0.000530929,472
Sorbus oligodonta,NA,0.000530929,477
Rhododendron triflorum,NA,0.000415476,479
Euonymus frigidus,NA,0.000314159,488
Cotoneaster nummularius,NA,0.000314159,500
Triadenum virginicum,NA,0.000962113,500
Asarum hartwegii,NA,0.001134115,504
Andersonia caerulea,NA,0.000113097,505
Dracophyllum oliveri,NA,0.000176715,507
Dracophyllum strictum,NA,0.000283529,518
Crataegus maximowiczii,NA,0.000380133,520
Chamaebatiaria millefolium,S,0.000530929,525
Andromeda polifolia,S,0.00022698,546
Betula pubescens,T,0.000246057,549
Lonicera tatarica,NA,0.000962113,550
Cosmelia rubra,NA,0.000132732,552
Salix silicicola,NA,0.000411871,553
Eriastrum densifolium,S,0.001122325,565.6
Cornus canadensis,H,0.000530929,580
Sorbus kurzii,NA,0.000615752,585
Rhododendron glaucophyllum,NA,0.000754768,619
Chamaedaphne calyculata,S,0.000201062,647
Sprengelia incarnata,NA,0.000113097,675
Salix turnorii,NA,0.000444881,684
Salix planifolia,T,0.000439781,695.7
Tepuia venusta,NA,7.85E-05,736
Abelia mosanensis,NA,0.000855299,739
Salix alaxensis,S,0.000430053,770
Rhododendron lepidotum,NA,0.000194975,794.5
Salix lutea,NA,0.000320474,837
Rhododendron setosum,NA,0.000201847,840
Betula nana,S,0.000116899,844
Rhododendron anthopogon,S,0.000268999,897
Salix brachycarpa,NA,0.000291135,1065
Rhododendron vaccinioides,NA,0.000153938,1150
Rhododendron pumilum,NA,0.000153938,1185
Rhododendron nivale,S,0.000176715,1358
Rhododendron lowndesii,NA,9.50E-05,2300
